TopLevel,SecondLevel,ThirdLevel,FourthLevel,FifthLevel,Keyword,StartRank,EndRank,RankChange,EndClicks,ClicksChange,SearchVolume,03/2021,04/2021,05/2021,06/2021,07/2021,08/2021,09/2021,10/2021,11/2021,12/2021,01/2022,02/2022,03/2022,04/2022,05/2022,06/2022,07/2022,08/2022,09/2022,10/2022,11/2022,12/2022,01/2023,02/2023,03/2023,04/2023,05/2023,06/2023,07/2023,08/2023,09/2023,10/2023,11/2023,12/2023,01/2024,02/2024,03/2024,04/2024,05/2024,06/2024,07/2024,08/2024,09/2024,10/2024,11/2024,12/2024
nz,,,,,branding nz,,7,,0,0,,,2,,,4,,2,,2,,2,,,2,,2,,2,2,,2,,2,2,,2,,2,,,,,,,,,,,,,,,,7,,
nz,,,,,consumers guarantee act nz,,15,,0,0,,,,13,,,8,,12,,,10,,,,,,,,,,,,,16,13,,10,14,,17,23,,22,,40,,,,,,,,,15,,
nz,,,,,salary after tax calculator nz,,25,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,21,,28,36,,40,,35,,41,,41,,25,
nz,,,,,nz govt procurement,,58,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,27,,24,,,54,,60,,55,,,58,
nz,,,,,nz redundancy rules,,3,,0,0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,3,,3,,3,,3,,4,,3,,
nz,,,,,resource consent nz,,30,,0,0,,,20,,,22,,25,,26,,29,,,35,,23,,17,21,,17,,13,14,,22,22,,24,,53,50,,52,,,,,,,70,,70,,30,
nz,,,,,how much is the nz pension per week,,57,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,
nz,,,,,current tax rates nz,,15,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,23,,11,25,,13,,13,,11,,16,,15,
nz,,,,,importers nz,,12,,0,0,,,,10,,,,,,,,,,,,,,,,,,8,4,,6,,6,,,,,,,,,,,,,,,,,,10,,12
nz,,,,,fair trading nz,,17,,0,0,,,,,,20,,21,,23,,14,,,19,,13,,15,11,,8,9,,12,12,,13,,16,16,,16,27,,24,14,,,,,17,,17,,17,
nz,,,,,ministry environment nz,,83,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,66,,66,,,,,,,,,,,83,
nz,,,,,do good jobs nz,,33,,0,0,,,,,,,,20,,29,,30,,,,,24,23,,,,,17,,28,54,,43,54,,41,42,,49,,39,48,,44,,39,,47,,33,,
nz,,,,,explorer nz,,34,,0,0,,,,,,,,,,,,,,,44,,23,,15,32,,62,61,,19,17,,85,,18,20,,18,34,,36,43,,42,,,42,,28,,34,
nz,,,,,llc nz,,4,,0,0,,,,,,,,,,,,,3,,,3,,3,3,,3,3,,4,3,,3,,3,3,,3,3,,3,3,,3,,4,,4,,4,,4,
nz,,,,,snow warning nz,,63,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,63,
nz,,,,,sabbatical leave nz,,48,,0,0,,,,36,,27,,26,,23,,23,,,,21,30,,29,54,,58,,47,47,,42,46,,15,25,,30,29,,91,,,,40,,38,,34,,48,
nz,,,,,bus driver jobs auckland nz,,77,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,,,,,,,,,,,,,77
nz,,,,,mileage rate 2024 nz,,35,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,23,,28,,28,,35
nz,,,,,tax code m nz,,25,,0,0,,,,,,20,,15,13,,,15,,,18,,19,11,,10,11,,10,,9,11,,15,12,,16,,17,17,,19,29,,23,,27,,23,,25,,
nz,,,,,operations manager nz salary,,84,,0,0,,,,,,,,,,,,,,,,,,,,,93,,,,,,,,76,,,,,,,,,,,,,,,,84,,
nz,,,,,building a website nz,,3,,0,0,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,1,,,,,,,,1,,1,,1,,1,,2,,3,,
nz,,,,,online nz shopping sites,,69,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,49,,65,,,,,,,,,,69,,
nz,,,,,buy covid tests nz,,64,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,
nz,,,,,invoice generator nz,,13,,0,0,,,8,,,6,,5,,6,,,5,,,5,,6,5,,5,,7,6,,8,6,,,,,,,,,28,,,,23,,20,,11,,13,
nz,,,,,payslip nz template,,26,,0,0,,,20,,,18,,15,,16,,13,,,18,,18,,16,18,,18,,,18,25,,23,,,,,,,,,,,,,,,,,26,,
nz,,,,,nz post overseas rates,,75,,0,0,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,,,,,,,,,,,,,75,,
nz,,,,,contracting nz,,1,,0,0,,,,1,,,,,,,,,,,,,,,,,,1,1,,1,,1,,,,,,,,1,,1,,1,,1,,1,,1,,
nz,,,,,govt tenders nz,,7,,0,0,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,7,,
nz,,,,,copyright in nz,,29,,0,0,,,12,,,18,,14,,14,,24,,,17,,21,,18,12,,13,13,,11,,52,34,,46,30,,25,31,,,,,,,,,,,29,,
nz,,,,,copyright nz law,,55,,0,0,,,,,,,43,,41,,,64,,,91,,78,,68,71,,70,,52,55,,94,,,,,,,100,,,,,,,57,,,,55,,
nz,,,,,leasing a car for personal use nz,,75,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,
nz,,,,,casual employment agreement nz template,,2,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,3,,3,,2,,2,,1,,1,2,
nz,,,,,test boost nz,,52,,0,0,,,,,,36,,35,42,,,,41,,,30,,38,27,,30,,,26,,,,,26,,43,51,,40,87,,53,,73,,75,,31,,52,,
nz,,,,,fte meaning nz,,33,,0,0,,,,14,,22,,,,100,,30,,,,29,,34,29,,,,,,,,,,,,,,,,,,,,,,,,,,,33,
nz,,,,,three-point turn nz,,98,,0,0,,,,,,,54,,,59,,,69,,,75,,74,83,,79,77,,,83,,91,,86,76,,68,,,55,97,,,,,,80,,,,98,
nz,,,,,nz long weekends,,8,,0,0,,,,,,,,,,,,,,,,,,,,,,7,1,,1,,3,1,,1,4,,4,4,,4,,,,4,,4,,5,,8,
nz,,,,,redundancy insurance nz,,77,,0,0,,,53,,,42,,39,,32,,30,,,61,,70,,68,,,,,82,94,,66,57,,62,,86,66,,,,,,,,,77,,75,,77,
nz,,,,,how to find job in nz,,97,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,,,,,,,,,,,,95,,,,97,,
nz,,,,,work uniform nz,,70,,0,0,,,96,,,,,,,,,,,,,,,,,,,,,,,,95,65,,43,62,,62,47,,89,,,,72,,,,52,,70,
nz,,,,,health and safety regulations nz,,15,,0,0,,,,,,7,,7,,9,,6,,,8,,9,,8,10,,15,,15,22,,19,22,,21,,10,10,,11,13,,17,,20,,26,,27,,15,
nz,,,,,how much is the sickness benefit in nz,,37,,0,0,,,18,,,38,,26,,20,,12,,,,27,24,,21,15,,28,,48,49,,31,26,,30,,19,48,,42,,55,,38,,33,,15,,37,,
nz,,,,,rat tests nz,,76,,0,0,,,,,,,,,,,,,,,,36,,63,41,,85,6,,11,,10,28,,35,38,,24,22,,26,25,,23,,23,,,,,,76,
nz,,,,,jobs list nz,,87,,0,0,,,71,,,87,,,32,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,,,87,,
nz,,,,,nz company tax rate,,11,,0,0,,,,5,,,,,,,,,,,,,,,,,,,,,6,,8,,10,,,,,,,,,5,,6,,7,,,,,11
nz,,,,,online shopping in nz,,65,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,65,,
nz,,,,,abn number nz,,27,,0,0,,,,,,,,,,,,,,,,,,,,,,7,,5,7,,5,9,,13,,20,,,98,,19,,23,,14,,,,,,27
nz,,,,,nz tax table,,12,,0,0,,,11,,,14,,16,,12,,9,,,11,,14,,17,,10,13,,15,10,,10,,10,12,,15,12,,14,14,,12,,17,,19,,11,,12,
nz,,,,,tradie insurance nz,,32,,0,0,,,,,,,,,,,95,,,93,,23,,20,,,,,,,,,,,38,,,,,,,,41,,40,,33,,31,,31,,32
nz,,,,,finance courses nz,,42,,0,0,,,76,,,97,,,71,,67,,69,,,,,,80,,,,,74,,92,85,,86,,,,,,,,,,73,,53,,48,,42,,
nz,,,,,nz company gst number search,,3,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,3,,3,,,4,,3,,3,,2,,2,,,3,
nz,,,,,custom tax nz,,5,,0,0,,,,,,,,,,,,,,,,3,,3,7,,5,,4,,,,,,,,,3,,4,3,,3,,4,,3,,7,,5,,
nz,,,,,nz superannuation rates 2024 pdf,,15,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,
nz,,,,,salary sacrifice nz,,63,,0,0,,,,,,,,,,15,,13,,,19,,29,,28,,21,21,,12,18,,16,21,,20,,12,23,,22,23,,24,,48,,36,,37,,63,
nz,,,,,fair pay agreement nz,,51,,0,0,,,,,,,,,,,,,95,,47,,46,,50,39,,9,,,5,,6,,6,1,,1,5,,7,17,,15,,47,,34,,40,,51,
nz,,,,,benefit fraudsters nz,,63,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,67,77,,77,,68,,81,,63,,
nz,,,,,nz calculator,,94,,0,0,,,,44,,,,,,,,,,,,,,,,,,27,75,,76,,,,,,,,,,,86,,,,84,,,,,,94,
nz,,,,,fbt rates nz,,8,,0,0,,,6,,,7,,5,,6,,7,,,5,,8,,7,7,,6,6,,6,6,,5,,5,5,,7,6,,6,,,4,,,7,,7,,8,
nz,,,,,chef salary nz,,44,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,72,42,,45,,33,61,,62,,,,,,,,,,,,,44,
nz,,,,,health and safety qualifications nz,,90,,0,0,,,,,,,,,,,,,80,,,84,,,,,,,65,,,,,,68,37,,,,,59,61,,83,,96,,94,,97,,90,
nz,,,,,build website nz,,4,,0,0,,,,,,,,,,,,,,,,5,,6,,4,3,,5,4,,8,,5,4,,5,5,,4,,5,4,,4,,3,,2,,3,,4
nz,,,,,covid symptoms 2023 nz,,45,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,48,47,,40,,30,,32,,45,,
nz,,,,,is nz a first world country,,41,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41
nz,,,,,wellington nz airbnb,,71,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,,,,71,,
nz,,,,,accounting salary nz,,84,,0,0,,,,,,39,,33,57,,,48,,,47,44,,61,,69,54,,52,56,,55,,59,59,,64,63,,45,,90,88,,83,,72,,79,,84,,
nz,,,,,one nz trade-in,,80,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,,80,,
nz,,,,,cleaners rate per hour nz,,64,,0,0,,,,,,,40,,38,,39,,30,,,28,,34,48,,89,61,,,,67,46,,50,42,,46,40,,55,,58,,57,,57,,57,,56,,64
nz,,,,,self-employed tax nz,,2,,0,0,,,,,,5,,5,,4,,,,,4,,4,4,,4,4,,5,,5,3,,7,3,,3,5,,5,,5,2,,,,,2,2,,2,,
nz,,,,,online shopping nz cheap,,90,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,
nz,,,,,tax credits nz,,7,,0,0,,,,19,,,,,,,,,,,8,,10,,13,8,,11,9,,9,7,,8,,6,10,,12,10,,8,9,,7,,,9,,9,,7,
nz,,,,,nz government announcements,,23,,0,0,,,,,,10,,10,,10,,10,,,8,,8,,8,7,,7,9,,12,14,,10,,,,,,,16,,17,,41,,18,,29,,,23,
nz,,,,,nz 50 dollar note,,82,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,92,,84,,,,,,,,,82,,
nz,,,,,90-day trial period nz,,5,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,5,,,,4,,5,,
nz,,,,,issues in nz,,75,,0,0,,,,,,75,56,,,,,,,97,,,,,,,54,,77,,,,,,,,,,,,,,,,,,,,,,75,,
nz,,,,,winz nz,,54,,0,0,,,,,,36,40,,36,,14,,,35,,,,39,,,,,8,,,,56,,14,,,,,,,,,,,,69,,71,,54,,
nz,,,,,easter weekend nz,,15,,0,0,,,,,,13,,12,20,,,12,,,,,11,10,,10,6,,10,,9,8,,11,10,,11,10,,7,,4,6,,14,,14,,13,,15,,
nz,,,,,how to earn money nz,,50,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,54,,56,,71,,62,,52,,52,50,,50,
nz,,,,,nz health plan,,92,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,92,,92,
nz,,,,,nz cover direct,,38,,0,0,,,,,,,16,,18,,,,,,,,,,,,,27,32,,34,42,,45,,49,59,,43,50,,,,,,,,,,28,,38,
nz,,,,,my health account nz login,,87,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,87,
nz,,,,,good returns nz,,17,,0,0,,,,,,25,,14,,6,,5,,,3,,4,5,,5,3,,6,,10,4,,10,10,,14,7,,7,,9,7,,11,,5,,9,,17,,
nz,,,,,purchase domain name nz,,89,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,89,,
nz,,,,,modeling nz jobs,,61,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,61,
nz,,,,,what is fair pay agreement nz,,59,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,52,,51,,41,,59,
nz,,,,,import car from usa to nz,,100,,0,0,,,50,,,,,,,,,,23,,,41,,42,42,,39,,45,,,,,,,,,71,,58,,52,68,,,51,,,,80,,,100
nz,,,,,scam checker nz,,21,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,22,,,,27,,21,,17,,16,,21
nz,,,,,ministry of primary industry nz,,53,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,47,,,,,,,,,59,,53,,
nz,,,,,nz shopping websites,,56,,0,0,,,,,,58,,96,,81,,,,,,93,,71,,75,,,,,,,,,,,,,,,,,,,,,,,,,56,,
nz,,,,,nz finance minister,,63,,0,0,,,,,,,,,58,,,46,,,,,,,,,,47,58,,59,,,,,,56,,60,,62,,,,,84,,,,,,63,
nz,,,,,gdp nz,,53,,0,0,,,,,,,,,,,,,,,,,,,,,,35,32,,28,,36,36,,48,,,,,,74,,,,,,,,68,,53,
nz,,,,,jobs for 14 year olds nz,,35,,0,0,,,,61,,,45,,35,,,27,,,29,,31,27,,28,,,,,,,,,,36,43,,40,47,,,,,,,,,,,,35,
nz,,,,,government funded courses nz,,11,,0,0,,,,,,11,,,16,,,21,,,14,,11,,9,10,,10,,7,9,,6,4,,4,,4,6,,5,6,,6,,6,,9,,12,,11,
nz,,,,,directors search nz,,6,,0,0,,,,,,,,,,6,,5,,,4,,5,,4,6,,5,5,,5,6,,5,,4,12,,14,10,,9,11,,9,,,5,,6,,6,
nz,,,,,nz mental health act,,93,,0,0,,,,,,,,,,,,,,,,,,,,,66,,,,82,,85,,70,,,,,77,,86,,,,,71,,79,,93,,
nz,,,,,abortion costs nz,,97,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,,
nz,,,,,courier service nz,,81,,0,0,,,,,,,,96,,,,71,,,,,,,,,,,,,78,,49,,,,51,,72,71,,53,56,,49,,,,74,,81,,
nz,,,,,sick leave entitlements nz,,3,,0,0,,,5,,,4,4,,3,,,3,,2,,2,,2,,2,23,,17,8,,2,6,,2,2,,2,,3,3,,3,,2,,2,,3,,3,,
nz,,,,,nz tax calculator 2023,,31,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,39,,41,,20,,26,,31,,
nz,,,,,rob pope nz,,72,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,,
nz,,,,,what percentage is gst in nz,,8,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,6,,8,,
nz,,,,,executor misconduct nz,,68,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,49,,50,,,,68
nz,,,,,grab bag nz,,64,,0,0,,,,57,,,,,30,,38,,,,,,,,,,,,,,,,,91,,,,,,,92,,,,,,,,61,,,,64
nz,,,,,working day calculator nz,,7,,0,0,,,12,,,8,,9,,10,,7,,,13,,8,6,,10,5,,7,,9,23,,20,29,,11,6,,7,,10,11,,6,,,,7,,7,,
nz,,,,,accountant nz salary,,73,,0,0,,,,,,44,60,,56,,,41,,,49,,,,,55,43,,42,45,,43,,42,49,,44,50,,,,,55,,60,,67,,71,,73,,
nz,,,,,part pay nz,,47,,0,0,,,,,,,,,,,,,,,,,,,83,,75,,,,,80,,,67,71,,36,71,,61,64,,65,,72,,51,,47,,47,
nz,,,,,gst number nz,,1,,0,0,,,,,,,2,,2,,,1,,,,,,,,,,,,,1,1,,1,,1,1,,1,1,,1,1,,1,,,1,,1,,1,
nz,,,,,key assets nz,,55,,0,0,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,46,,39,,,55,
nz,,,,,one nz change of ownership,,73,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,82,,91,,62,,73
nz,,,,,fringe benefit tax nz,,2,,0,0,,,,,,2,,2,2,,,3,,,2,,2,2,,2,2,,2,,2,2,,2,2,,2,2,,2,,2,,,2,,2,,2,,2,,
nz,,,,,how to become a model in nz,,44,,0,0,,,38,,,,,,,,,,,,,,,,,,,48,,32,36,,30,38,,31,,29,,29,,,,,67,,,,,,57,,44
nz,,,,,nz backpackers board,,36,,0,0,,,,,,83,67,,55,,,80,,,79,,86,61,,67,44,,91,,45,,92,,92,,90,51,,61,,,,,56,,50,,,38,,,36
nz,,,,,fogger machine nz,,73,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,33,,73,36,,95,,90,,84,,92,,73,
nz,,,,,freelancer jobs nz,,34,,0,0,,,42,,,24,,24,,25,,29,,,31,,21,,16,18,,19,,,,26,,,,,36,35,,33,,49,53,,,,,47,41,,34,,
nz,,,,,nz courier rates,,45,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,45,,
nz,,,,,ministry of health nz covid,,57,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,,,,27,,21,,18,,,57,
nz,,,,,financial year end nz,,6,,0,0,,,,,,,8,,6,,,6,,,7,,5,6,,4,5,,5,,5,8,,6,,6,7,,6,7,,5,,,,7,,8,,7,,6,
nz,,,,,nz company directors,,6,,0,0,,,,,,9,,10,,3,,10,,,,,,,,,,19,,19,18,,12,9,,10,10,,13,11,,9,,,,6,,11,,8,,6,
nz,,,,,average rent nz,,63,,0,0,,,,,,54,,,50,,30,,13,,,11,,31,22,,22,23,,29,,,,,82,,,,,,,,55,,54,,55,,39,,63,,
nz,,,,,airbnb in nz,,90,,0,0,,,,,,,,,,,,,,,,32,,33,31,,26,,,,56,51,,51,64,,52,36,,46,,72,,,72,,56,,,,90,,
nz,,,,,resignation letter template nz,,32,,0,0,,,,,,,21,,20,,,14,,,,,,,,,,,,,21,21,,60,70,,38,39,,35,,42,46,,34,,38,,39,,32,,
nz,,,,,how much is secondary tax nz,,14,,0,0,,,,,,8,,8,,7,,7,,,8,,9,,10,9,,12,13,,12,,13,12,,12,11,,17,15,,17,,,,17,,12,,11,,14,
nz,,,,,loan in nz,,47,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,23,24,,21,32,,28,30,,29,,32,,,49,,32,,30,,47,,
nz,,,,,pregnancy benefits nz,,13,,0,0,,,,,,15,,14,,15,,,15,,,11,,10,10,,47,58,,28,,42,,,12,14,,18,,,14,,14,,14,,12,,13,,,13,
nz,,,,,nz biosecurity services,,44,,0,0,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,57,,44,,,44,
nz,,,,,it salary nz,,58,,0,0,,,85,,,67,,50,,54,,,,,82,,,,66,,,92,,63,43,,74,86,,,,68,89,,,,,,,,,,,63,,58,
nz,,,,,how long can a tenant have guest stay nz,,37,,0,0,,,,,,30,,,40,15,,,10,,,16,,18,15,,18,16,,17,,19,30,,19,14,,15,19,,19,,24,,25,,16,,19,,16,,37
nz,,,,,nz date format,,66,,0,0,,,,,,,,,,,,,,,,,,,,,,63,,46,43,,50,84,,34,,85,,,42,,,,93,,67,,47,,,66,
nz,,,,,nz lockdown dates,,26,,0,0,,,35,,,61,41,,58,,,66,,,64,61,,53,,53,42,,35,35,,72,,,,,58,82,,,,55,47,,50,,42,,42,,26,,
nz,,,,,sick leave nz entitlement,,3,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,
nz,,,,,unemployment nz,,79,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,,79,
nz,,,,,car insurance calculator nz,,74,,0,0,,,65,,,69,,68,56,,,52,,,51,,50,52,,53,49,,55,,65,70,,53,,76,,,,,,,,,,,,71,,,74,,
nz,,,,,full-time carer payment nz,,78,,0,0,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,43,76,,,78,,67,73,,93,,64,,62,,,,78,
nz,,,,,biosecurity jobs nz,,68,,0,0,,,49,,,70,,,,,63,,,,,,,,,,,,,67,,65,,75,56,,73,,,74,63,,75,,71,,60,,52,,59,,68
nz,,,,,youth rates nz,,5,,0,0,,,,,,,5,,5,,,4,,,5,,3,3,,3,,4,3,,4,5,,7,4,,4,6,,6,,6,7,,5,,,5,,5,,5,
nz,,,,,innovative nz,,31,,0,0,,,,,,69,42,,13,,,9,,14,,8,,13,,14,12,,,,22,28,,15,22,,11,15,,19,,23,25,,24,,30,,23,,31,,
nz,,,,,franchises for sale nz,,32,,0,0,,,34,,,,,,,,,,,,,,,,,,,26,18,,17,,16,,17,22,,24,22,,41,39,,32,,26,,26,,28,,32,
nz,,,,,annual leave calculation nz,,9,,0,0,,,,,,,,,12,,,,,,8,9,,8,,7,30,,37,23,,14,,,16,,13,19,,14,,11,11,,11,,13,,10,,9,,
nz,,,,,medical clearance to return to work nz,,11,,0,0,,,,,6,,,,5,,4,,,,,4,,3,,,,,,,,,,,,,2,,,,3,,3,,3,3,,2,,1,,,11
nz,,,,,financing nz,,7,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,9,,,,8,,7,,12,,7,
nz,,,,,how many stat days in nz,,4,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,,1,,1,,,,4
nz,,,,,bizcover nz,,57,,0,0,,,67,,,76,,73,,61,,,,,61,,26,,39,16,,24,19,,22,37,,41,,42,51,,62,49,,50,70,,58,,,,,61,,57,
nz,,,,,how to get tax refund nz,,15,,0,0,,,19,,,26,,18,,26,,,,,,,,,,,,,,,11,17,,16,,23,24,,27,20,,30,28,,25,,,25,,17,,15,
nz,,,,,employment agreement nz sample,,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,,,,2,,1,,1,,1,
nz,,,,,company house nz,,26,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,7,,,,,,,,,,,,26
nz,,,,,unpaid leave nz,,2,,0,0,,,2,,,2,,3,,3,,,,2,,2,,2,2,,4,4,,4,,8,5,,3,4,,8,,2,5,,5,,3,,2,,2,,,2,
nz,,,,,contractor nz,,1,,0,0,,,1,,,,,,,,,,,,,,,,,,,2,2,,1,,1,,,,,,,,,,,,,,,,,,1,,1
nz,,,,,lease to own nz,,31,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,31,,
nz,,,,,tax code chart nz,,31,,0,0,,,,,,,,,,,,,,,26,,79,,,18,,18,19,,20,19,,17,14,,20,23,,23,,26,18,,20,,,26,,28,,31,
nz,,,,,nz tenancy agreement sample,,33,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,20,27,,,,24,,24,,14,,33,,
nz,,,,,budgeting template nz,,20,,0,0,,,,,,48,,45,,45,,33,,,30,,45,,51,35,,,,,51,44,,46,,,74,69,,67,,79,60,,52,,,31,,16,,20,
nz,,,,,tenders nz,,6,,0,0,,,,,,5,,5,,5,,5,,,7,,3,,4,4,,5,4,,5,4,,5,4,,4,10,,6,,6,6,,6,,5,,5,,6,,
nz,,,,,online tools nz,,23,,0,0,,,,,,,,,,,,,,,91,,64,13,,12,,13,11,,11,12,,10,,17,27,,28,19,,25,29,,41,,,26,,27,,23,
nz,,,,,day in lieu nz,,3,,0,0,,,,,,5,,5,5,,,5,,,5,,4,,5,4,,4,4,,4,4,,3,3,,3,1,,1,,1,1,,1,,,2,,2,,3,
nz,,,,,cheapest courier in nz,,76,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,,68,,61,,71,,76,
nz,,,,,making a website nz,,3,,0,0,,,,4,,2,,,3,,5,,,4,,,,,,,,,,,,,,,,,,1,,1,1,,1,,1,,2,,,,3,,
nz,,,,,leave entitlements nz,,3,,0,0,,,4,,,3,,,3,,,3,,,3,,3,,4,7,,4,4,,5,,6,6,,5,7,,5,5,,5,,,,3,,2,,3,,3,
nz,,,,,trade mark registration nz,,10,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,
nz,,,,,employment nz govt,,6,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,8,,9,9,,13,,11,,11,,9,,6,
nz,,,,,nz employment act,,46,,0,0,,,,26,,,,,,,,,,,,,,,,,,48,,32,32,,46,43,,36,39,,37,43,,55,,,,50,,50,,49,,46,
nz,,,,,current living wage nz,,25,,0,0,,,,,,,,,,,,,,,,,,,29,28,,17,10,,29,87,,38,,41,34,,30,37,,37,50,,,,,38,,24,,25,
nz,,,,,calculate tax refund nz,,7,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,11,,11,,,,,,,,,,,,,,,,,,7,,
nz,,,,,nz what to do,,37,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,65,,69,57,,56,,39,,38,,37,,
nz,,,,,how to claim tax refund nz,,13,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,19,,24,,11,,13,,12,13,
nz,,,,,duns number nz,,77,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,47,,54,,,,66,,77,
nz,,,,,travel calculator nz,,59,,0,0,,,,,,,,,,,,,,74,,61,,66,36,,61,61,,37,,48,46,,48,,,68,,60,55,,60,,96,,62,,,,62,,59
nz,,,,,my skills nz,,36,,0,0,,,,,,,,62,,65,,,34,,,48,,63,89,,39,61,,55,,,,,93,,,56,,69,75,,,,,,45,,,,,36,
nz,,,,,birthday cakes new plymouth nz,,88,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,88,,
